id,Original_instruction,Sequence_of_previous_action,Admissiable_action,Logits_from_LLM,optimal_action
158,"show me flip flops that are unisex and made of ethylene vinyl. i am a size 6, and price lower than 130.00 dollars","['reset', 'search[flip flops unisex ethylene vinyl size 6 under 130.00 dollars]', 'click[B08C2YM4C5]', 'click[6]', 'click[black]']","['click[black]', 'click[black]', 'click[black]', 'click[black]', 'click[black]', 'click[black]', 'click[black]', 'click[black]', 'click[black]', 'click[black]']","[[-0.009126021526753902, -0.011384289711713791, -0.027030659839510918, -0.03640325739979744], [-0.009126021526753902, -0.011384289711713791, -0.027030659839510918, -0.03640325739979744], [-0.009126021526753902, -0.011384289711713791, -0.027030659839510918, -0.03640325739979744], [-0.009126021526753902, -0.011384289711713791, -0.027030659839510918, -0.03640325739979744], [-0.009126021526753902, -0.011384289711713791, -0.027030659839510918, -0.03640325739979744], [-0.009126021526753902, -0.011384289711713791, -0.027030659839510918, -0.03640325739979744], [-0.009126021526753902, -0.011384289711713791, -0.027030659839510918, -0.03640325739979744], [-0.009126021526753902, -0.011384289711713791, -0.027030659839510918, -0.03640325739979744], [-0.009126021526753902, -0.011384289711713791, -0.027030659839510918, -0.03640325739979744], [-0.009126021526753902, -0.011384289711713791, -0.027030659839510918, -0.03640325739979744]]",click[black]
158,"show me flip flops that are unisex and made of ethylene vinyl. i am a size 6, and price lower than 130.00 dollars","['reset', 'search[flip flops unisex ethylene vinyl size 6 under 130.00 dollars]', 'click[B08C2YM4C5]', 'click[6]', 'click[black]', 'click[Buy Now]']","['click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]']","[[-0.008946453221142292, -0.003643067553639412, -0.029247276484966278, -0.000660439720377326, -2.1917076110839844], [-0.008946453221142292, -0.003643067553639412, -0.029247276484966278, -0.000660439720377326, -2.3167076110839844], [-0.008946453221142292, -0.003643067553639412, -0.029247276484966278, -0.000660439720377326, -0.5667077302932739, -0.09628117829561234], [-0.008946453221142292, -0.003643067553639412, -0.029247276484966278, -0.000660439720377326, -2.3167076110839844], [-0.008946453221142292, -0.003643067553639412, -0.029247276484966278, -0.000660439720377326, -0.5667077302932739, -0.09628117829561234], [-0.008946453221142292, -0.003643067553639412, -0.029247276484966278, -0.000660439720377326, -2.3167076110839844], [-0.008946453221142292, -0.003643067553639412, -0.029247276484966278, -0.000660439720377326, -0.5667077302932739, -0.09628117829561234], [-0.008946453221142292, -0.003643067553639412, -0.029247276484966278, -0.000660439720377326, -2.1917076110839844], [-0.008946453221142292, -0.003643067553639412, -0.029247276484966278, -0.000660439720377326, -0.5667077302932739, -0.09628117829561234], [-0.008946453221142292, -0.003643067553639412, -0.029247276484966278, -0.000660439720377326, -0.5667077302932739, -0.09628117829561234]]",click[Buy Now]
,,,,,
159,,['reset'],[],[],
159,"i am looking for a cruelty free shampoo for a hair salon. also choose 250ml pack and copper style, and price lower than 50.00 dollars","['reset', 'search[cruelty free shampoo hair salon 250ml pack copper style]']","['search[cruelty free shampoo hair salon 250ml pack copper style]', 'search[cruelty free shampoo hair salon 250 ml copper style price under 50 dollars]', 'search[cruelty free shampoo for hair salon 250ml pack copper style]', 'search[cruelty free shampoo hair salon 250ml pack copper style]', 'search[cruelty free shampoo for a hair salon 250ml pack copper style]', 'search[cruelty free shampoo 250ml pack copper style]', 'reset', 'search[cruelty free shampoo hair salon 250ml pack copper style]', 'search[[cruelty free shampoo for a hair salon] 250 ml [copper style] price lower then 50.00]', 'search[cruelty free shampoo hair salon 250ml pack copper style]']","[[-0.2913720905780792, -0.22374361753463745, -0.0004400238685775548, -0.03687523677945137, -0.0025689953472465277, -0.016436181962490082, -0.07318141311407089, -0.5826807022094727, -0.04775132238864899, -0.18635612726211548, -0.0041167521849274635, -0.001868646708317101, -0.00034505134681239724, -0.13168127834796906, -0.26233744621276855, -0.020665334537625313, -0.09224507957696915, -0.3469374179840088], [-0.2915654480457306, -0.2250543236732483, -0.0004015354788862169, -0.03779051825404167, -0.002549851778894663, -0.01647898182272911, -0.08238142728805542, -0.5298343300819397, -0.047184158116579056, -0.18999458849430084, -0.0037748999893665314, -0.001981677720323205, -0.00031680811662226915, -2.3692290782928467, -1.1122479438781738, -0.1852288544178009, -2.0354554653167725, -0.38973554968833923, -0.007641489617526531, -0.003030115505680442, -0.0014041336253285408, -2.038618803024292, -0.07095546275377274], [-0.2915654480457306, -0.2250543236732483, -0.0004015354788862169, -0.03779051825404167, -0.002549851778894663, -0.01647898182272911, -0.08238142728805542, -1.779834270477295, -1.0783567428588867, -0.04785564914345741, -0.2723333537578583, -0.004067600704729557, -0.001852583372965455, -0.00031442465842701495, -0.12978917360305786, -0.24385836720466614, -0.02964811958372593, -0.0847458615899086, -0.38114017248153687], [-0.2915654480457306, -0.2250543236732483, -0.0004015354788862169, -0.03779051825404167, -0.002549851778894663, -0.01647898182272911, -0.08238142728805542, -0.5298343300819397, -0.047184158116579056, -0.18999458849430084, -0.0037748999893665314, -0.001981677720323205, -0.00031680811662226915, -0.1192290335893631, -0.2625305652618408, -0.020621545612812042, -0.10193295031785965, -0.31963229179382324], [-0.2915654480457306, -0.2250543236732483, -0.0004015354788862169, -0.03779051825404167, -0.002549851778894663, -0.01647898182272911, -0.08238142728805542, -1.779834270477295, -0.4533568024635315, -0.007016660645604134, -0.005826038774102926, -0.2530781328678131, -0.0053327688947319984, -0.0015844660811126232, -0.0002901133266277611, -0.1035148948431015, -0.12800182402133942, -0.0340084433555603, -0.053619809448719025, -0.33440425992012024], [-0.2915654480457306, -0.2250543236732483, -0.0004015354788862169, -0.03779051825404167, -0.002549851778894663, -0.01647898182272911, -0.08238142728805542, -1.904834270477295, -0.00822655763477087, -0.002498721005395055, -0.0002982171718031168, -0.1171649694442749, -0.24222643673419952, -0.01947765238583088, -0.09513462334871292, -0.4445304274559021], [-2.666565418243408, -0.12057805061340332], [-0.2915654480457306, -0.2250543236732483, -0.0004015354788862169, -0.03779051825404167, -0.002549851778894663, -0.01647898182272911, -0.08238142728805542, -0.5298343300819397, -0.047184158116579056, -0.18999458849430084, -0.0037748999893665314, -0.001981677720323205, -0.00031680811662226915, -0.1192290335893631, -0.2625305652618408, -0.020621545612812042, -0.10193295031785965, -0.31963229179382324], [-0.2915654480457306, -6.2875542640686035, -0.5224441885948181, -0.0013997290516272187, -0.017567861825227737, -0.0023229538928717375, -0.04016130045056343, -0.5933328866958618, -1.4450501203536987, -0.2691847085952759, -0.006615759804844856, -0.006126789376139641, -0.4855283498764038, -0.4415190517902374, -0.00810938235372305, -0.001683367183431983, -0.00026603974401950836, -2.3735430240631104, -2.8313794136047363, -0.05526714026927948, -0.0011150578502565622, -0.04283009469509125, -0.4608128070831299, -0.37462636828422546, -1.1463736295700073, -2.3619534969329834, -0.020886942744255066, -0.004849101882427931, -0.001808556611649692, -0.6860619783401489, -0.005831609014421701, -0.003682975424453616, -1.4590133428573608], [-0.2915654480457306, -0.2250543236732483, -0.0004015354788862169, -0.03779051825404167, -0.002549851778894663, -0.01647898182272911, -0.08238142728805542, -0.5298343300819397, -0.047184158116579056, -0.18999458849430084, -0.0037748999893665314, -0.001981677720323205, -0.00031680811662226915, -0.1192290335893631, -0.2625305652618408, -0.020621545612812042, -0.10193295031785965, -0.31963229179382324]]", search[cruelty free shampoo hair salon 250ml pack copper style]
159,"i am looking for a cruelty free shampoo for a hair salon. also choose 250ml pack and copper style, and price lower than 50.00 dollars","['reset', 'search[cruelty free shampoo hair salon 250ml pack copper style]', 'click[B07S523DJC]']","['click[B07S523DJC]', 'click[B07S523DJC]', 'click[B07S523DJC]', 'click[B07S523DJC]', 'click[B07S523DJC]', 'click[B07S523DJC]', 'click[B07S523DJC]', 'click[B07S523DJC]', 'click[B07S523DJC]', 'click[B07S523DJC]']","[[-0.04456619545817375, -0.02655865252017975, -5.721882189391181e-05, -0.005496152210980654, -0.00942259281873703, -3.969590397900902e-05, -2.3841574147809297e-05, -2.658331868587993e-05, -0.0002330270071979612, -0.00045003299601376057, -0.011043616570532322], [-0.04456619545817375, -0.02655865252017975, -5.721882189391181e-05, -0.005496152210980654, -0.00942259281873703, -3.969590397900902e-05, -2.3841574147809297e-05, -2.658331868587993e-05, -0.0002330270071979612, -0.00045003299601376057, -0.011043616570532322], [-0.04456619545817375, -0.02655865252017975, -5.721882189391181e-05, -0.005496152210980654, -0.00942259281873703, -3.969590397900902e-05, -2.3841574147809297e-05, -2.658331868587993e-05, -0.0002330270071979612, -0.00045003299601376057, -0.011043616570532322], [-0.04456619545817375, -0.02655865252017975, -5.721882189391181e-05, -0.005496152210980654, -0.00942259281873703, -3.969590397900902e-05, -2.3841574147809297e-05, -2.658331868587993e-05, -0.0002330270071979612, -0.00045003299601376057, -0.011043616570532322], [-0.04456619545817375, -0.02655865252017975, -5.721882189391181e-05, -0.005496152210980654, -0.00942259281873703, -3.969590397900902e-05, -2.3841574147809297e-05, -2.658331868587993e-05, -0.0002330270071979612, -0.00045003299601376057, -0.011043616570532322], [-0.04456619545817375, -0.02655865252017975, -5.721882189391181e-05, -0.005496152210980654, -0.00942259281873703, -3.969590397900902e-05, -2.3841574147809297e-05, -2.658331868587993e-05, -0.0002330270071979612, -0.00045003299601376057, -0.011043616570532322], [-0.04456619545817375, -0.02655865252017975, -5.721882189391181e-05, -0.005496152210980654, -0.00942259281873703, -3.969590397900902e-05, -2.3841574147809297e-05, -2.658331868587993e-05, -0.0002330270071979612, -0.00045003299601376057, -0.011043616570532322], [-0.04456619545817375, -0.02655865252017975, -5.721882189391181e-05, -0.005496152210980654, -0.00942259281873703, -3.969590397900902e-05, -2.3841574147809297e-05, -2.658331868587993e-05, -0.0002330270071979612, -0.00045003299601376057, -0.011043616570532322], [-0.04456619545817375, -0.02655865252017975, -5.721882189391181e-05, -0.005496152210980654, -0.00942259281873703, -3.969590397900902e-05, -2.3841574147809297e-05, -2.658331868587993e-05, -0.0002330270071979612, -0.00045003299601376057, -0.011043616570532322], [-0.04456619545817375, -0.02655865252017975, -5.721882189391181e-05, -0.005496152210980654, -0.00942259281873703, -3.969590397900902e-05, -2.3841574147809297e-05, -2.658331868587993e-05, -0.0002330270071979612, -0.00045003299601376057, -0.011043616570532322]]",click[B07S523DJC]
159,"i am looking for a cruelty free shampoo for a hair salon. also choose 250ml pack and copper style, and price lower than 50.00 dollars","['reset', 'search[cruelty free shampoo hair salon 250ml pack copper style]', 'click[B07S523DJC]', 'click[copper]']","['click[cobalt]', 'click[copper]', 'click[copper]', 'click[copper]', 'click[copper]', 'click[copper]', 'click[cobalt]', 'click[copper]', 'click[copper]', 'click[cobalt]']","[[-0.013466118834912777, -0.1496567279100418, -1.715181589126587, -7.903263758635148e-05, -0.023582687601447105], [-0.015041268430650234, -0.1502317488193512, -0.21488870680332184, -0.025893032550811768], [-0.015041268430650234, -0.1502317488193512, -0.21488870680332184, -0.025893032550811768], [-0.015041268430650234, -0.1502317488193512, -0.21488870680332184, -0.025893032550811768], [-0.015041268430650234, -0.1502317488193512, -0.21488870680332184, -0.025893032550811768], [-0.015041268430650234, -0.1502317488193512, -0.21488870680332184, -0.025893032550811768], [-0.015041268430650234, -0.1502317488193512, -1.7148886919021606, -7.462222856702283e-05, -0.021529417484998703], [-0.015041268430650234, -0.1502317488193512, -0.21488870680332184, -0.025893032550811768], [-0.015041268430650234, -0.1502317488193512, -0.21488870680332184, -0.025893032550811768], [-0.015041268430650234, -0.1502317488193512, -1.7148886919021606, -7.462222856702283e-05, -0.021529417484998703]]",click[copper]
159,"i am looking for a cruelty free shampoo for a hair salon. also choose 250ml pack and copper style, and price lower than 50.00 dollars","['reset', 'search[cruelty free shampoo hair salon 250ml pack copper style]', 'click[B07S523DJC]', 'click[copper]', 'click[250 ml (pack of 1)]']","['click[250 ml (pack of 1)]', 'click[250 ml (pack of 1)]', 'click[250 ml (pack of 1)]', 'click[size:250 ml (pack of 1)]', 'click[250 ml (pack of 1)]', 'click[35.2]', 'click[250 ml (pack of 1)]', 'click[250 ml (pack of 1)]', 'click[250 ml (pack of 1)]', 'click[250 ml (pack of 1)]']","[[-0.012744762934744358, -0.17887906730175018, -0.15337859094142914, -0.0020292659755796194, -9.393251093570143e-05, -0.011297659017145634, -0.003213600954040885, -0.00013755806139670312, -0.00014888131408952177, -0.00011598391574807465, -0.000289159914245829, -0.04299545660614967], [-0.012744762934744358, -0.17887906730175018, -0.15337859094142914, -0.0020292659755796194, -9.393251093570143e-05, -0.011297659017145634, -0.003213600954040885, -0.00013755806139670312, -0.00014888131408952177, -0.00011598391574807465, -0.000289159914245829, -0.04299545660614967], [-0.012744762934744358, -0.17887906730175018, -0.15337859094142914, -0.0020292659755796194, -9.393251093570143e-05, -0.011297659017145634, -0.003213600954040885, -0.00013755806139670312, -0.00014888131408952177, -0.00011598391574807465, -0.000289159914245829, -0.04299545660614967], [-0.012744762934744358, -2.1788790225982666, -2.376392364501953, -1.2795103788375854, -0.001617077155970037, -0.00019131260341964662, -0.14984649419784546, -0.039934415370225906, -0.0007543102256022394, -0.0008095800876617432, -0.0009433348895981908, -0.0005567907355725765, -0.0963764488697052], [-0.012744762934744358, -0.17887906730175018, -0.15337859094142914, -0.0020292659755796194, -9.393251093570143e-05, -0.011297659017145634, -0.003213600954040885, -0.00013755806139670312, -0.00014888131408952177, -0.00011598391574807465, -0.000289159914245829, -0.04299545660614967], [-0.012744762934744358, -0.17887906730175018, -3.028378486633301, -0.010364871472120285, -0.0031771203503012657, -0.0006135011790320277, -0.10283653438091278], [-0.012744762934744358, -0.17887906730175018, -0.15337859094142914, -0.0020292659755796194, -9.393251093570143e-05, -0.011297659017145634, -0.003213600954040885, -0.00013755806139670312, -0.00014888131408952177, -0.00011598391574807465, -0.000289159914245829, -0.04299545660614967], [-0.012744762934744358, -0.17887906730175018, -0.15337859094142914, -0.0020292659755796194, -9.393251093570143e-05, -0.011297659017145634, -0.003213600954040885, -0.00013755806139670312, -0.00014888131408952177, -0.00011598391574807465, -0.000289159914245829, -0.04299545660614967], [-0.012744762934744358, -0.17887906730175018, -0.15337859094142914, -0.0020292659755796194, -9.393251093570143e-05, -0.011297659017145634, -0.003213600954040885, -0.00013755806139670312, -0.00014888131408952177, -0.00011598391574807465, -0.000289159914245829, -0.04299545660614967], [-0.012744762934744358, -0.17887906730175018, -0.15337859094142914, -0.0020292659755796194, -9.393251093570143e-05, -0.011297659017145634, -0.003213600954040885, -0.00013755806139670312, -0.00014888131408952177, -0.00011598391574807465, -0.000289159914245829, -0.04299545660614967]]",click[250 ml (pack of 1)]
159,"i am looking for a cruelty free shampoo for a hair salon. also choose 250ml pack and copper style, and price lower than 50.00 dollars","['reset', 'search[cruelty free shampoo hair salon 250ml pack copper style]', 'click[B07S523DJC]', 'click[copper]', 'click[250 ml (pack of 1)]', 'click[Buy Now]']","['click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]', 'click[Buy Now]']","[[-0.011858091689646244, -0.012751942500472069, -0.012814909219741821, -0.0006873629172332585, -0.6954497694969177, -0.07939131557941437], [-0.0118716387078166, -0.01300390437245369, -0.012017232365906239, -0.0006837890832684934, -1.945597767829895], [-0.0118716387078166, -0.01300390437245369, -0.012017232365906239, -0.0006837890832684934, -1.570597767829895], [-0.0118716387078166, -0.01300390437245369, -0.012017232365906239, -0.0006837890832684934, -0.695597767829895, -0.08001457154750824], [-0.0118716387078166, -0.01300390437245369, -0.012017232365906239, -0.0006837890832684934, -1.570597767829895], [-0.0118716387078166, -0.01300390437245369, -0.012017232365906239, -0.0006837890832684934, -1.945597767829895], [-0.0118716387078166, -0.01300390437245369, -0.012017232365906239, -0.0006837890832684934, -0.695597767829895, -0.08001457154750824], [-0.0118716387078166, -0.01300390437245369, -0.012017232365906239, -0.0006837890832684934, -0.695597767829895, -0.08001457154750824], [-0.0118716387078166, -0.01300390437245369, -0.012017232365906239, -0.0006837890832684934, -1.945597767829895], [-0.0118716387078166, -0.01300390437245369, -0.012017232365906239, -0.0006837890832684934, -0.695597767829895, -0.08001457154750824]]",click[Buy Now]
,,,,,
160,,['reset'],[],[],
160,"i am looking for a blue, fast charging usb cord that is compatible with apple and is 16 feet long, and price lower than 30.00 dollars","['reset', 'search[blue fast charging usb cord compatible with apple and 16 feet long]']","['search[blue fast charging usb cord apple 16 feet long]', 'search[blue fast charging usb cord apple 16 feet]', 'search[blue fast charging usb cord compatible with apple 16 feet long price under 30 dolars]', 'reset', 'search[blue fast charging usb cord compatible with apple 16 feet length price less then 30.00 dollars]', 'search[blue, fast charging usb cord compatible with apple and is 16 feet long]', 'search[blue fast charging usb cord compatible with apple and 16 feet long]', '', 'search[blue fast charging usb cord apple 16 feet]', '[Think[apple is compatible with usb charger. I can search with apple in the search bar.]]']","[[-0.3173387050628662, -0.07393598556518555, -0.04072513431310654, -0.12816543877124786, -0.03507956489920616, -0.027713032439351082, -0.02122112736105919, -0.970117449760437, -0.34385815262794495, -0.0023771857377141714, -0.001720854314044118, -0.08057057112455368, -1.298945665359497, -3.592487335205078], [-0.3170827031135559, -0.0728137195110321, -0.04091934114694595, -0.1391054391860962, -0.035286836326122284, -0.027685435488820076, -0.021701958030462265, -0.9032111167907715, -0.34574446082115173, -0.002596104983240366, -0.0017874945187941194, -0.0811990275979042, -3.6734375953674316], [-0.3170827031135559, -0.0728137195110321, -0.04091934114694595, -0.1391054391860962, -0.035286836326122284, -0.027685435488820076, -0.021701958030462265, -0.6532111167907715, -0.20828494429588318, -0.0036784622352570295, -0.3323422074317932, -0.002399067860096693, -0.0016277885297313333, -0.055421099066734314, -0.34229928255081177, -1.335303783416748, -0.5895475149154663, -0.005675748456269503, -0.0035798768512904644, -0.0013719918206334114, -7.141401290893555, -0.6647114157676697, -0.13017219305038452], [-2.692082643508911, -0.11914310604333878], [-0.3170827031135559, -0.0728137195110321, -0.04091934114694595, -0.1391054391860962, -0.035286836326122284, -0.027685435488820076, -0.021701958030462265, -0.6532111167907715, -0.20828494429588318, -0.0036784622352570295, -0.3323422074317932, -0.002399067860096693, -0.0016277885297313333, -0.055421099066734314, -3.217299222946167, -1.4024114608764648, -2.542492628097534, -1.5262647867202759, -0.008510629646480083, -0.004857050254940987, -0.0018066527554765344, -0.6720467209815979, -0.009801357984542847, -0.023387065157294273, -0.6090804934501648, -0.09610424935817719], [-0.3170827031135559, -0.0728137195110321, -0.04091934114694595, -2.3891053199768066, -0.03227606043219566, -0.016651693731546402, -0.04630156606435776, -0.010499595664441586, -0.6867958903312683, -0.1327117681503296, -0.002759698312729597, -1.6456304788589478, -0.4810325503349304, -0.00439855270087719, -0.0010126468259841204, -0.0022101993672549725, -0.026225782930850983, -0.044301193207502365, -0.9422292113304138], [-0.3170827031135559, -0.0728137195110321, -0.04091934114694595, -0.1391054391860962, -0.035286836326122284, -0.027685435488820076, -0.021701958030462265, -0.6532111167907715, -0.20828494429588318, -0.0036784622352570295, -2.2073421478271484, -0.9917059540748596, -0.003421644913032651, -0.001680630026385188, -0.059618379920721054, -0.17767895758152008, -0.7644557952880859], [-2.567082643508911], [-0.3170827031135559, -0.0728137195110321, -0.04091934114694595, -0.1391054391860962, -0.035286836326122284, -0.027685435488820076, -0.021701958030462265, -0.9032111167907715, -0.34574446082115173, -0.002596104983240366, -0.0017874945187941194, -0.0811990275979042, -0.5484374761581421], [-3.567082643508911, -5.471611976623535, -3.9735536575317383, -3.629889488220215, -2.0255661010742188, -2.192943811416626, -0.20451824367046356, -1.8265905380249023, -4.524581432342529, -0.8923599123954773, -0.9269452691078186, -0.4925355613231659, -0.8676165342330933, -3.6582083702087402, -1.1111304759979248, -2.774787187576294, -0.9351005554199219, -2.0214881896972656, -1.0982102155685425, -0.6795992255210876, -0.5239964127540588]]","search[i am looking for a blue, fast charging usb cord that is compatible with apple and is 16 feet long, and price lower than 30.00 dollars]"
160,"i am looking for a blue, fast charging usb cord that is compatible with apple and is 16 feet long, and price lower than 30.00 dollars","['reset', 'search[blue fast charging usb cord compatible with apple and 16 feet long]', 'click[B08YN7YH6R]']","['click[B08YN7YH6R]', 'click[B08YN7YH6R]', 'click[B08YN7YH6R]', 'click[B08YN7YH6R]', 'click[B08YN7YH6R]', 'click[B08YN7YH6R]', 'click[B08YN7YH6R]', 'click[B08YN7YH6R]', 'click[B08YN7YH6R]', 'click[B08YN7YH6R]']","[[-0.012548773549497128, -0.012460124678909779, -6.0794889577664435e-05, -0.0007532381569035351, -0.000747877755202353, -1.6569954823353328e-05, -4.458328112377785e-05, -4.1960789531003684e-05, -7.724463648628443e-05, -0.00041786045767366886, -0.012160331010818481], [-0.012548773549497128, -0.012460124678909779, -6.0794889577664435e-05, -0.0007532381569035351, -0.000747877755202353, -1.6569954823353328e-05, -4.458328112377785e-05, -4.1960789531003684e-05, -7.724463648628443e-05, -0.00041786045767366886, -0.012160331010818481], [-0.012548773549497128, -0.012460124678909779, -6.0794889577664435e-05, -0.0007532381569035351, -0.000747877755202353, -1.6569954823353328e-05, -4.458328112377785e-05, -4.1960789531003684e-05, -7.724463648628443e-05, -0.00041786045767366886, -0.012160331010818481], [-0.012548773549497128, -0.012460124678909779, -6.0794889577664435e-05, -0.0007532381569035351, -0.000747877755202353, -1.6569954823353328e-05, -4.458328112377785e-05, -4.1960789531003684e-05, -7.724463648628443e-05, -0.00041786045767366886, -0.012160331010818481], [-0.012548773549497128, -0.012460124678909779, -6.0794889577664435e-05, -0.0007532381569035351, -0.000747877755202353, -1.6569954823353328e-05, -4.458328112377785e-05, -4.1960789531003684e-05, -7.724463648628443e-05, -0.00041786045767366886, -0.012160331010818481], [-0.012548773549497128, -0.012460124678909779, -6.0794889577664435e-05, -0.0007532381569035351, -0.000747877755202353, -1.6569954823353328e-05, -4.458328112377785e-05, -4.1960789531003684e-05, -7.724463648628443e-05, -0.00041786045767366886, -0.012160331010818481], [-0.012548773549497128, -0.012460124678909779, -6.0794889577664435e-05, -0.0007532381569035351, -0.000747877755202353, -1.6569954823353328e-05, -4.458328112377785e-05, -4.1960789531003684e-05, -7.724463648628443e-05, -0.00041786045767366886, -0.012160331010818481], [-0.012548773549497128, -0.012460124678909779, -6.0794889577664435e-05, -0.0007532381569035351, -0.000747877755202353, -1.6569954823353328e-05, -4.458328112377785e-05, -4.1960789531003684e-05, -7.724463648628443e-05, -0.00041786045767366886, -0.012160331010818481], [-0.012548773549497128, -0.012460124678909779, -6.0794889577664435e-05, -0.0007532381569035351, -0.000747877755202353, -1.6569954823353328e-05, -4.458328112377785e-05, -4.1960789531003684e-05, -7.724463648628443e-05, -0.00041786045767366886, -0.012160331010818481], [-0.012548773549497128, -0.012460124678909779, -6.0794889577664435e-05, -0.0007532381569035351, -0.000747877755202353, -1.6569954823353328e-05, -4.458328112377785e-05, -4.1960789531003684e-05, -7.724463648628443e-05, -0.00041786045767366886, -0.012160331010818481]]",
160,"i am looking for a blue, fast charging usb cord that is compatible with apple and is 16 feet long, and price lower than 30.00 dollars","['reset', 'search[blue fast charging usb cord compatible with apple and 16 feet long]', 'click[B08YN7YH6R]', 'click[Apple MFi Certified]']","['click[Apple MFi Certified]', 'click[Apple MFi Certified]', 'click[Apple MFi Certified]', 'click[Apple MFi Certified]', 'click[Apple MFi Certified]', 'click[Apple MFi Certified]', 'click[Apple MFi Certified]', 'click[Apple MFi Certified]', 'click[Apple MFi Certified]', 'click[Apple MFi Certified]']","[[-0.01233637984842062, -0.031289976090192795, -0.0408443883061409, -0.002310347044840455, -0.004864287097007036, -0.005964812356978655, -0.03522239252924919], [-0.01233637984842062, -0.031289976090192795, -0.0408443883061409, -0.002310347044840455, -0.004864287097007036, -0.005964812356978655, -0.03522239252924919], [-0.01233637984842062, -0.031289976090192795, -0.0408443883061409, -0.002310347044840455, -0.004864287097007036, -0.005964812356978655, -4.53522253036499, -0.6267479062080383], [-0.01233637984842062, -0.031289976090192795, -0.0408443883061409, -0.002310347044840455, -0.004864287097007036, -0.005964812356978655, -0.03522239252924919], [-0.01233637984842062, -0.031289976090192795, -0.0408443883061409, -0.002310347044840455, -0.004864287097007036, -0.005964812356978655, -0.03522239252924919], [-0.01233637984842062, -0.031289976090192795, -0.0408443883061409, -0.002310347044840455, -0.004864287097007036, -0.005964812356978655, -0.03522239252924919], [-0.01233637984842062, -0.031289976090192795, -0.0408443883061409, -0.002310347044840455, -0.004864287097007036, -0.005964812356978655, -0.03522239252924919], [-0.01233637984842062, -0.031289976090192795, -0.0408443883061409, -0.002310347044840455, -0.004864287097007036, -0.005964812356978655, -0.03522239252924919], [-0.01233637984842062, -0.031289976090192795, -0.0408443883061409, -0.002310347044840455, -0.004864287097007036, -0.005964812356978655, -0.03522239252924919], [-0.01233637984842062, -0.031289976090192795, -0.0408443883061409, -0.002310347044840455, -0.004864287097007036, -0.005964812356978655, -0.03522239252924919]]",
